Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Price,Variant Compare At Price,Image Src,SEO Title,SEO Description
cafe-noir-collagene,Café Noir Collagène,"<p>Le café qui prend soin de vous, tasse après tasse. Notre Café Noir Collagène associe un arabica torréfié à la main, aux notes franches de cacao et de noisette grillée, à une dose quotidienne de collagène marin hydrolysé.</p><ul><li>Collagène marin pour soutenir peau, ongles et cheveux</li><li>Café arabica 100 %, équilibré et sans amertume agressive</li><li>Se prépare comme un café classique, en quelques secondes</li></ul><p>Adoptez le geste du matin que vous aimez déjà, simplement réinventé. Un rituel sobre et efficace, pour démarrer la journée avec énergie et éclat.</p>",LUMÉA,Cafés Collagène,"café, collagène, collagène marin, rituel matin, beauté, énergie",TRUE,Title,Default Title,39.99,,images/cafe-noir-collagene.jpg,Café Noir Collagène | LUMÉA,Café arabica enrichi en collagène marin. Le rituel beauté du matin, réinventé par LUMÉA.
cafe-vanille-collagene,Café Vanille Collagène,"<p>La douceur enveloppante de la vanille rencontre la force du café. Notre Café Vanille Collagène marie un arabica rond à une vanille naturelle, pour une tasse réconfortante et lumineuse.</p><ul><li>Collagène marin hydrolysé, intégré sans altérer le goût</li><li>Arôme de vanille naturelle, sans sucre ajouté</li><li>Texture soyeuse, idéale en latte du matin ou de l'après-midi</li></ul><p>Un instant gourmand qui travaille pour vous : on savoure le plaisir, le collagène fait le reste. Votre pause café devient un vrai geste de soin, chaleureux et raffiné.</p>",LUMÉA,Cafés Collagène,"café, collagène, vanille, rituel, beauté, gourmand",TRUE,Title,Default Title,39.99,,images/cafe-vanille-collagene.jpg,Café Vanille Collagène | LUMÉA,Café vanille enrichi en collagène marin. Douceur gourmande et soin de la peau signés LUMÉA.
mocha-collagene,Mocha Collagène,"<p>Le rendez-vous gourmand qui ne triche pas. Notre Mocha Collagène fond le café et le cacao dans une boisson onctueuse, généreusement enrichie en collagène marin.</p><ul><li>Cacao et café réunis pour une note chocolatée profonde</li><li>Collagène marin pour la fermeté et l'éclat de la peau</li><li>Sans sucre ajouté, sucrosité naturelle maîtrisée</li></ul><p>Chaud ou glacé, il transforme une envie de douceur en moment de bien-être. Le plaisir du chocolat, la régularité d'un rituel beauté : enfin réconciliés dans une seule tasse.</p>",LUMÉA,Cafés Collagène,"café, collagène, mocha, chocolat, gourmand, beauté",TRUE,Title,Default Title,39.99,54.99,images/mocha-collagene.jpg,Mocha Collagène | LUMÉA,Mocha café-cacao enrichi en collagène marin. Gourmandise et beauté réunies par LUMÉA.
cafe-decafeine-collagene,Café Décaféiné Collagène,"<p>Toute la saveur, sans la caféine. Notre Café Décaféiné Collagène utilise un procédé de décaféination doux qui préserve les arômes ronds de l'arabica, pour un rituel à savourer à toute heure.</p><ul><li>Décaféination respectueuse du goût et des arômes</li><li>Collagène marin hydrolysé pour peau, ongles et cheveux</li><li>Idéal le soir, sans perturber le sommeil</li></ul><p>Le même geste de soin, libéré de la caféine : votre rituel se prolonge jusqu'au soir. Une tasse apaisante pour clôturer la journée en beauté, sereinement.</p>",LUMÉA,Cafés Collagène,"café, collagène, décaféiné, sans caféine, rituel soir, beauté",TRUE,Title,Default Title,39.99,,images/cafe-decafeine-collagene.jpg,Café Décaféiné Collagène | LUMÉA,Café décaféiné enrichi en collagène marin. Le rituel beauté à savourer à toute heure, par LUMÉA.
matcha-original-collagene,Matcha Original Collagène,"<p>Le vert vibrant de la cérémonie, sublimé. Notre Matcha Original Collagène sélectionne un matcha de qualité cérémoniale aux notes végétales et umami, enrichi en collagène végétal et vitamines.</p><ul><li>Matcha cérémonial finement moulu, riche en antioxydants</li><li>Collagène végétal et vitamines pour l'éclat de la peau</li><li>Énergie douce et durable, sans le pic du café</li></ul><p>Fouettez, respirez, dégustez : un rituel ancestral remis au goût du jour. Une parenthèse de calme et de concentration, qui prend soin de vous à chaque gorgée.</p>",LUMÉA,Matcha Collagène,"matcha, collagène, cérémonial, antioxydants, rituel, énergie",TRUE,Title,Default Title,42.99,,images/matcha-original-collagene.jpg,Matcha Original Collagène | LUMÉA,Matcha cérémonial enrichi en collagène végétal et vitamines. Le rituel éclat de LUMÉA.
matcha-coco-collagene,Matcha Coco Collagène,"<p>Une évasion en douceur. Notre Matcha Coco Collagène marie le matcha cérémonial à la rondeur crémeuse de la noix de coco, pour une boisson veloutée et solaire.</p><ul><li>Matcha cérémonial et coco naturelle, sans sucre ajouté</li><li>Collagène végétal et vitamines pour soutenir la peau</li><li>Texture onctueuse, parfaite en latte chaud ou glacé</li></ul><p>La fraîcheur végétale du thé, la caresse exotique de la coco : un instant de réconfort qui prend soin de vous. Votre pause matcha, réinventée en moment de pur plaisir.</p>",LUMÉA,Matcha Collagène,"matcha, collagène, coco, latte, rituel, beauté",TRUE,Title,Default Title,42.99,,images/matcha-coco-collagene.jpg,Matcha Coco Collagène | LUMÉA,Matcha coco enrichi en collagène végétal et vitamines. Douceur exotique et éclat par LUMÉA.
matcha-fraise-collagene,Matcha Fraise Collagène,"<p>Le matcha en version gourmande et fruitée. Notre Matcha Fraise Collagène associe le vert profond du thé à la fraise naturelle, pour une boisson rose tendre, fraîche et lumineuse.</p><ul><li>Matcha cérémonial et fraise naturelle, sans sucre ajouté</li><li>Collagène végétal et vitamines pour l'éclat de la peau</li><li>Magnifique en latte glacé, vif et rafraîchissant</li></ul><p>Une couleur qui réveille, un goût qui réjouit, un rituel qui prend soin de vous. La preuve que plaisir et bien-être peuvent se déguster dans la même tasse, chaque jour.</p>",LUMÉA,Matcha Collagène,"matcha, collagène, fraise, fruité, latte glacé, beauté",TRUE,Title,Default Title,42.99,57.99,images/matcha-fraise-collagene.jpg,Matcha Fraise Collagène | LUMÉA,Matcha fraise enrichi en collagène végétal et vitamines. Gourmandise rose et éclat par LUMÉA.
matcha-myrtille-collagene,Matcha Myrtille Collagène,"<p>L'alliance du vert et du violet, pleine d'antioxydants. Notre Matcha Myrtille Collagène réunit le matcha cérémonial et la myrtille pour une boisson profonde, fruitée et délicatement acidulée.</p><ul><li>Matcha cérémonial et myrtille naturelle, sans sucre ajouté</li><li>Collagène végétal et vitamines pour la peau et l'éclat</li><li>Riche en polyphénols, idéal chaud ou glacé</li></ul><p>Une gorgée qui conjugue saveur et soin, dans une teinte aussi belle que bienfaisante. Votre rituel matcha gagne en gourmandise sans rien céder à l'exigence.</p>",LUMÉA,Matcha Collagène,"matcha, collagène, myrtille, antioxydants, fruité, beauté",TRUE,Title,Default Title,42.99,,images/matcha-myrtille-collagene.jpg,Matcha Myrtille Collagène | LUMÉA,Matcha myrtille enrichi en collagène végétal et vitamines. Saveur fruitée et éclat par LUMÉA.
creatine-micronisee-lumea,Créatine Micronisée LUMÉA,"<p>La créatine, simplement bien faite. Notre Créatine Micronisée LUMÉA offre une poudre ultra-fine, pure et sans goût, qui se dissout instantanément dans votre boisson ou votre eau.</p><ul><li>Créatine monohydrate micronisée, hautement pure</li><li>Soutient la force, la récupération et l'énergie musculaire</li><li>Neutre en goût, mixable avec vos rituels LUMÉA</li></ul><p>Un complément essentiel pour celles et ceux qui bougent, intégré sans effort à votre routine quotidienne. La performance et le soin de soi, dans le même geste discret et efficace.</p>",LUMÉA,Rituels & Compléments,"créatine, complément, performance, récupération, monohydrate, rituel",TRUE,Title,Default Title,29.99,,images/creatine-micronisee-lumea.jpg,Créatine Micronisée LUMÉA | LUMÉA,Créatine monohydrate micronisée pure et neutre. Force et récupération au quotidien, par LUMÉA.
ashwagandha-bio,Ashwagandha Bio,"<p>L'adaptogène du calme retrouvé. Notre Ashwagandha Bio est une racine ancestrale issue de l'agriculture biologique, reconnue pour aider l'organisme à mieux composer avec le stress du quotidien.</p><ul><li>Ashwagandha certifiée biologique, finement dosée</li><li>Adaptogène traditionnel pour l'équilibre et la sérénité</li><li>S'intègre à vos boissons chaudes ou smoothies</li></ul><p>Un rituel de soir tout en douceur, pour relâcher la pression et retrouver un sommeil apaisé. Le complément idéal pour ralentir, respirer, et prendre soin de votre équilibre intérieur.</p>",LUMÉA,Rituels & Compléments,"ashwagandha, bio, adaptogène, stress, sommeil, équilibre",TRUE,Title,Default Title,24.99,,images/ashwagandha-bio.jpg,Ashwagandha Bio | LUMÉA,Ashwagandha biologique adaptogène pour l'équilibre et la sérénité. Le rituel apaisant LUMÉA.
